source,target,distance,time_ns,relaxed
918508104,4127957304,10765,455120917,1494379
2801633506,1848735405,4573,170564250,477632
2343073339,2474172952,15776,599987792,1905863
287272533,1586671638,5680,315985667,920738
327493705,61105022,23676,669410583,2289151
130550362,4982960405,6552,294068459,765762
1586671678,1412400753,7990,330916375,1023977
321350014,4366783443,5655,200044459,535806
671906263,4788497834,2682,42455208,111310
1148158333,476901066,2507,103704000,266366
1414879569,1224605343,6477,273070250,807948
560155475,7918301,13545,508388208,1632074
1100923656,2482644538,9681,395945916,1101360
1124844543,410937248,7004,295981167,725223
2485455720,258361442,16221,549919125,1942877
1509635016,1415215721,17076,563775459,2016971
1102860809,1516815708,12853,551858375,1730445
1458501918,1106265280,13067,432964500,1387248
1296445291,2037152999,5161,202075375,527098
416000456,3627159031,4209,199635250,565295
4578419517,287029052,7495,339011500,839109
4927483704,252245366,5832,262849750,811748
296442401,2572093602,17381,600007167,2014662
2519056891,3682028655,4623,215247792,559760
1575629238,3289962660,6883,231261458,708196
1580191154,2217267351,4551,152685542,443054
1290009677,5236424986,4186,176368708,522573
1031992116,2465042979,12160,481526667,1557472
2990568647,288665936,16005,596540542,1913294
307406877,2942120414,16580,601401166,1965546
3714796489,1682334667,13906,596174208,1826068
15043533,2349153351,5209,303153583,872855
26582073,3648168451,15407,591436667,1869931
95377921,360752413,14529,544183041,1824346
1127734992,279736710,10112,524527583,1583508
406455542,4266373783,581,18980375,34153
26593048,1612703774,1732,80820375,223474
251549348,413914843,5455,287337083,769775
426957836,5216685217,9251,496595542,1243967
1105675292,124035143,8625,425410917,1263761
3256262627,4619249186,6953,226973375,701218
15043535,254258949,9513,424656750,1335701
26981831,2208536115,1964,69384375,172798
1102894270,277233340,12633,573922334,1734521
413370360,391317896,9694,472586792,1283666
2330258924,1411315293,10216,437694417,1412963
1080722294,324742487,13586,467667208,1665148
293884911,2194415462,7027,263942084,884832
495486771,2411743261,17025,602434917,2013246
29216266,312113695,12306,472131959,1558260
1609866366,1616870191,14474,509389458,1734776
33153439,281955188,8923,408262000,1268551
3211379128,266660801,2523,77751375,202315
313285662,293507779,14744,592815833,1777341
4851298271,1100808219,19172,674982208,2097396
2324852837,395804524,6237,138156166,388482
9786615,289548071,12097,466549333,1510455
2701775150,679013099,4109,127335792,369714
367074314,583233954,10350,405201708,1312214
1426697589,388995456,12737,446442333,1581489
2762383273,252262562,6135,300755292,780145
339031397,265568586,13318,492557375,1618360
1987216301,1182898394,3289,104360375,277166
373113825,2319508720,14013,588396250,1888913
2033041428,1426275504,8579,383995542,1132163
259817094,4934935605,10650,406119875,1402692
489791410,252088081,9851,466791333,1485361
4895458597,576873451,8896,321263792,1065802
604694688,3316304218,8556,346953041,1199175
151025025,266165069,7767,308433000,950463
1330008590,287088712,15523,585242000,1930038
354060094,3473562513,5293,263344250,800296
2989919520,4366884919,10429,481625584,1592800
923007408,435264251,6301,275733166,882191
364333509,122082335,4508,269074041,723564
1350242487,4112433537,4986,169018541,486839
4718613593,1097309580,2019,48409375,135105
370264516,4896077632,2786,46700500,123537
831905205,3036023035,4558,195703917,535606
1147522539,2975094359,19117,697801459,2136524
15043915,727567890,4504,219423833,657229
292572198,1117459847,13470,486280417,1625197
3780130739,4198350601,16311,568480667,1937486
290596559,1210552965,14912,557410291,1829937
533429407,2064284486,3133,59678834,145705
3378146202,1328815622,2900,106771459,312058
286982652,292946874,5854,249026333,714199
3118448604,308822076,4129,216499417,626139
1620509611,5032201364,12444,506037541,1587778
4202690824,265543182,12502,489409500,1652198
