source,target,distance,time_ns,relaxed
288775673,1141260755,17194,3319959,1179
258892494,1362211176,14438,4067625,1099
2587404279,269935496,10083,3474500,1061
4209719894,861057247,4774,2419125,616
359964647,400957996,3908,2677083,787
529976948,173986967,976,1187041,140
71639648,29977438,14549,3620375,1236
1086032593,1412514333,16010,3245833,1166
289549434,1126399904,4138,1965750,499
416620357,3785796256,8544,2830250,784
1247495780,2082989396,8114,2654750,659
3154898714,5123859058,6991,2988125,710
5272071011,2656872469,14721,2897375,873
1510041533,2606657099,6286,2840500,797
1172142179,27113108,6945,3021250,830
288874296,1106499839,10891,3281791,1125
361435220,265111824,8547,3023709,948
687711906,1996716965,15867,3863041,1353
1440920069,3269587298,9486,3379917,1174
4169897291,691259172,3766,2315125,605
27039681,266814202,11031,2863291,1124
1199769319,4811715729,3028,2078000,445
5049289115,3283803998,1958,2327917,497
1595322958,2357948610,11023,3387333,1043
402664762,1224773081,3575,2381166,666
387804055,441303580,6337,3090125,833
1924991791,291888182,817,993667,112
1583979594,343240271,14647,2987375,919
743400098,252246128,2538,2298333,595
860222878,1416152326,13889,3394792,1280
1879436527,2286010345,4791,2501041,824
1988122961,904028432,17039,4048666,1533
4882009698,83745260,5015,2622666,604
3560559229,2188424370,3335,2500666,705
247936589,286982677,9871,3130042,999
928408611,263950896,12833,3108959,961
3102627878,3406832302,15373,3130542,1011
289550216,5284856473,15738,3749375,1204
1676916962,1267350233,6071,2670792,778
4180986136,4409782015,14731,3406084,1417
1691050266,1282837337,14046,2652500,801
2647920705,1092359516,12351,3342833,1168
4560719978,268690828,16626,3378959,1282
3031728015,1689283233,12752,2846250,889
4864184683,351865655,9447,3691792,1365
639307014,3104131783,7994,3356667,1077
514367797,769214331,7841,3057209,1014
1104539307,272269739,17033,3149583,1045
3220472197,1107618182,12832,2899541,1045
1590854247,303648775,11785,3097208,1211
2042049546,2179726248,12757,3217459,1220
312329746,281975296,6184,2619291,785
3267291942,1189944733,4162,2544125,617
281169307,288396038,14634,3443167,1103
1111591754,21063394,8940,2996791,996
255619160,510417104,5544,2912167,765
2876766383,3382698837,3963,2468125,631
3283225026,1394217866,3859,2840041,659
14962136,27130791,17668,3561916,1195
64712599,2397013846,4886,2177417,524
4208636798,3470915542,14911,3541208,1313
416000486,4010125699,7264,3355708,1159
480415026,2178824974,19569,3500625,1325
2512161913,3403922889,2320,2563583,389
246746655,1456162731,8608,3343625,1068
2632484266,1099424323,17503,3511875,1241
984427134,1092112512,11798,3203250,1152
1075498235,267369916,5882,2604041,696
2285047066,4460533394,2105,1322209,190
294019011,1685235943,11729,2651667,714
1302378794,824398185,4474,2608083,723
1930533046,330076396,10069,2691625,837
547109598,3440132178,5750,3185250,1087
497547343,316993288,3732,2102750,535
1114821574,4327466847,5295,2422459,590
412057622,1987216194,5870,3039791,942
4217822359,4788446907,17636,3433917,1011
10706425,1983375709,11945,2917167,932
1144142401,1879757784,16791,3828333,1368
1752931927,3941233913,16352,3752375,1333
608647125,4173955948,8324,3206500,763
2506835607,2058835714,12269,3546208,1337
4279772466,795154766,19951,3803166,1387
3775355512,2570413689,15873,3424166,1048
280230956,1587649360,7545,3244541,876
30561459,303486449,4729,2860958,936
1616662411,813750220,1562,1425791,316
1052737643,731311262,11200,3360917,1174
3153841758,1098353796,4479,2462708,680
367717836,3768862242,14289,2985542,1106
3965568504,262137527,12098,2939041,915
1144431166,1119624068,13109,3267250,1103
705052448,3455421616,2513,1833417,411
323249527,61186071,358,947417,106
2362695143,3339337075,18586,3905000,1436
117989,332494243,10233,4217791,1514
560011254,717727827,5778,2861500,792
386162971,117995,8722,3398417,977
268819909,4021042547,15443,2711417,936
3344788176,2395268401,16529,3362375,1182
1783343678,1152808843,12953,4443291,1603
1325760742,2790339141,7679,2740083,718
288862125,1137569978,11689,2922500,1080
321436887,3708603819,13802,3231667,1073
4569433058,310451124,8736,3335750,1194
2524014383,123892730,3719,1857458,419
365956661,1120127247,7942,3410833,1061
2282149162,3241541557,10243,2789583,872
257426808,287827182,5876,3082375,840
1102901514,861288266,12513,2898833,891
224380507,2063782552,13971,3650625,1352
1504268516,2942120060,1340,942000,115
1484845180,1123192439,21056,3473375,1276
1771845773,339559115,8830,3266375,1184
3174516856,318238768,9745,3830958,1516
411497447,356697243,1559,1203875,179
1019838812,2144148698,11426,3573041,1619
556163112,4125504494,13764,3312958,1259
366949531,493428493,7038,3159792,805
2881032840,1633931157,9333,4053833,1254
281894466,1326770594,12242,3278708,1018
3063299220,417816266,2679,2169167,536
338867123,3724851949,222,783333,61
250054742,4349105168,16304,3093875,1101
2059672147,312591620,11969,3384875,1157
4883084785,1239268329,4964,2615125,676
94137365,3739701233,4562,3266958,1125
277532635,1578710270,2154,2014709,558
34825101,4035288008,3804,1927750,351
315981850,945297565,7316,3002167,812
1594315516,2755831327,12571,3029666,1046
322831252,30434776,20271,3400750,1125
1669468928,3576750836,2735,2751125,1041
481123391,2718828697,9154,3476375,855
293461053,2064284523,4003,2740042,1010
272497892,1600334581,11004,3434917,1120
471781698,301056794,19940,3393792,1215
4158227686,313366853,3254,2171083,648
3142707474,1538435926,9107,3245333,1025
2458454808,1124844451,7978,2956666,925
1269551050,691257187,5442,2770083,851
928408473,2193030293,5712,2949208,904
2063395811,699179263,13050,4080500,1418
3937678854,2686633432,4130,2309000,617
3721695661,16287516,8478,3218875,967
464237608,2497583440,8217,2987916,964
1785703645,1105109281,2143,1636584,372
5258030964,2844117690,10125,3835375,1149
2343649316,1138883143,2850,3038125,523
4955386062,4847380473,7510,2406125,577
502334860,1230409606,12301,3102333,970
322505904,1469822477,9445,2859167,873
1411519565,1577081194,10824,3419084,968
5266327846,269165967,6355,2906667,744
1352341226,392631840,17231,3406250,1133
1699732935,4688391741,1308,2228292,724
27135985,925858396,14157,3310417,1251
3205362676,571346114,4833,2709291,754
1571237999,87285680,14129,3678875,1422
1306044624,809733632,7048,3082916,1087
5031978017,444424600,6334,2830792,668
3076821869,268692712,1463,1829625,419
1996716930,3447875429,1654,2638125,813
2338495009,2492396021,13165,2822250,957
109803885,1101887043,17074,3793875,1189
5388991442,1228448240,13989,3097834,1073
1477347790,3827108470,14113,2894708,931
289549253,4208635124,17899,3643917,1442
280718863,113581105,9691,3261709,917
2599610024,2990364104,10242,3472208,1159
410937239,1149258074,2848,1851875,372
447840943,1485187690,7329,3380625,1078
63757757,1087084194,19780,3543291,1267
5045148952,1304250267,2674,1685583,356
4233387618,252111235,11518,3314125,1035
243048968,1081949256,13588,3807042,1408
881236330,706454247,13128,3375750,979
504929078,2670676622,11843,3170459,1084
224416934,1222321769,12775,3389625,1269
459829270,4927537226,13924,2987000,780
2776380388,2045255380,12161,3142084,1084
2319014374,1977122407,14755,3177375,1130
2978131147,727307960,11972,3422583,1074
270457578,670671910,10814,3384917,1138
290625644,316254775,11754,3864333,1408
4703998180,2267434505,2478,1318041,152
702941659,292945925,3595,2043417,481
12982506,1431081401,4340,2370625,533
1121892252,2217267303,9239,3398792,1181
2397780064,2427958736,13077,3447083,1004
1153395777,3771825672,12964,3566750,1416
4926851233,2242621695,14513,3566083,1126
1427489393,3903709037,11031,3212167,1029
14835457,4513737680,15305,3382125,1405
4929390598,2983242334,8597,3580084,1437
3196013474,253942869,543,890417,105
47056812,798578774,8716,2745333,663
312487819,635320137,7586,3311625,1062
97991105,1082833359,5790,2851667,871
1569970492,1841964231,16402,3155250,1126
279828688,3962447236,4627,3047666,800
343473437,1456757493,13137,3979208,1279
27113046,968513831,6749,3379500,1007
409589109,2661361815,5347,2267917,627
307824048,111720882,3135,1894416,424
4100072480,288752404,6080,3583000,1252
1576155373,338408663,4533,3057750,802
304137906,3474305658,18373,4065833,1699
1630549569,1404517889,11076,3179958,1191
4558336555,1216918790,20547,3665125,1376
4237339002,1600079374,4879,3423834,1010
317191228,1690463349,10386,3625167,1268
757470354,573376709,9291,3158500,806
411667989,358952034,6176,2571125,659
605019162,1587137794,7802,3139583,907
2430493259,351861450,2179,1653000,324
1064956172,383801529,1665,2408959,696
284828629,1164866637,9002,3090375,900
1495655990,1355591294,13126,3189291,865
